"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","R","ER","SF","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY"
2016,8,64001,"KT",62,17,1,2,0,3,1,21,0,68,6,5,2,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,64017,"KT",46,19,5,0,3,2,0,5,0,49,10,9,1,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,64021,"LT",99,31,8,0,2,15,2,18,0,117,25,25,1,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,64029,"KT",10,1,1,0,0,1,0,2,0,11,0,0,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,64596,"LT",17,4,1,0,1,7,0,7,0,24,4,4,0,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,64764,"LT",18,7,0,1,0,0,0,2,0,18,1,0,0,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,64893,"SK",19,4,1,0,1,1,1,4,0,21,2,2,0,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,64960,"NC",13,5,0,0,0,1,1,0,0,15,2,2,0,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,65056,"KT",34,11,4,0,0,6,0,9,0,40,8,5,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,65057,"KT",43,11,2,1,1,4,1,12,0,48,7,7,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,65058,"KT",74,18,4,0,2,7,1,15,0,85,10,10,3,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,65060,"KT",87,31,10,1,3,5,1,8,0,95,15,13,2,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,65062,"KT",20,8,3,0,1,2,0,4,0,22,5,5,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,65067,"KT",6,3,1,0,1,0,0,1,0,6,2,2,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,65320,"WO",79,30,3,0,2,7,3,16,0,91,18,18,2,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,65331,"KT",125,42,6,0,3,8,3,26,3,139,20,17,3,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,65348,"WO",92,32,6,0,3,9,0,14,0,102,14,10,1,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,65543,"LT",113,34,6,2,3,13,1,35,0,128,18,17,1,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,65546,"LT",92,27,4,0,5,4,4,19,0,101,15,12,1,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,65696,"HT",40,13,3,0,1,3,1,9,0,44,6,6,0,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,65856,"SK",118,34,8,1,3,9,1,27,1,133,18,17,5,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,65931,"NC",97,28,5,0,3,14,1,17,0,116,19,19,4,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,65933,"NC",56,11,0,0,0,12,1,15,0,69,4,4,0,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,66047,"KT",17,7,2,0,1,2,0,1,0,21,5,5,2,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,66050,"KT",72,23,3,0,4,10,1,24,1,84,21,17,1,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,66138,"LG",126,39,6,0,2,4,1,18,0,134,22,14,3,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,66160,"LG",17,7,1,1,1,7,0,2,0,25,8,8,1,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,66201,"OB",50,13,0,0,1,0,1,12,0,51,6,6,0,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,66226,"OB",89,32,3,0,5,9,1,18,0,102,20,18,3,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,66324,"WO",106,30,5,0,5,5,1,22,0,113,19,18,1,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,66423,"SS",108,41,7,0,2,11,0,13,4,121,28,23,2,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,66451,"SS",18,5,1,0,1,3,0,3,0,21,5,5,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,66493,"SS",4,4,1,0,0,2,0,0,0,6,4,4,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,66565,"LT",4,1,0,0,1,1,0,2,0,5,2,2,0,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,66628,"HT",60,24,4,0,1,6,0,7,0,67,17,16,1,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,66643,"HT",123,39,6,1,0,8,1,26,0,137,18,15,5,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,66742,"HH",33,14,1,0,1,6,1,6,0,41,10,8,1,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,66750,"HH",91,24,2,0,2,8,4,21,0,103,11,11,0,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,66825,"SK",90,30,2,0,2,15,1,16,0,106,22,19,0,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,66859,"SK",60,10,2,0,0,4,3,15,0,69,2,2,2,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,66928,"NC",3,1,0,0,0,2,0,1,0,5,1,1,0,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,66960,"NC",17,6,1,0,0,4,0,0,0,22,5,4,1,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,66990,"NC",17,7,3,0,0,0,0,1,0,17,3,2,0,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,67845,"KT",75,21,1,0,3,5,1,12,0,82,13,11,1,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,70142,"HT",43,10,3,0,2,3,0,6,0,47,9,9,1,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,70839,"LG",5,3,1,0,0,0,1,0,0,6,2,2,0,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,71118,"LG",30,11,3,0,0,2,0,5,0,33,3,3,1,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,71801,"LT",6,4,0,0,1,1,0,0,0,8,3,3,1,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,71845,"SK",56,17,3,0,2,3,1,7,0,61,8,8,1,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,72447,"HH",49,17,1,0,2,6,2,10,0,59,8,7,2,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,72523,"HT",78,17,3,1,3,16,0,24,0,96,12,9,2,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,72535,"LT",13,5,2,0,1,1,0,1,0,14,5,5,0,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,72551,"LT",41,9,3,0,0,5,2,7,0,48,5,4,0,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,72749,"WO",39,14,2,1,1,4,1,6,0,44,6,5,0,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,72862,"LT",49,11,1,1,2,3,1,12,0,54,4,3,1,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,73117,"LG",85,26,3,0,3,7,3,16,0,96,15,10,1,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,73211,"LT",117,29,5,1,3,11,0,15,0,130,12,12,2,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,73226,"OB",42,11,1,0,1,2,0,7,0,45,4,3,1,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,73241,"OB",1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,73632,"SK",58,19,4,1,0,5,0,7,0,63,11,11,0,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,73750,"HH",106,32,8,0,5,11,1,18,0,121,25,24,3,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,73801,"HH",34,20,1,0,3,8,0,5,0,44,19,17,2,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,74167,"HH",96,28,3,1,4,7,1,12,0,106,14,14,2,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,74359,"WO",38,13,1,0,1,4,1,7,0,44,4,4,1,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,74454,"SS",125,45,7,1,2,10,2,14,1,139,22,21,2,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,74513,"OB",116,26,4,0,4,15,2,25,0,134,12,10,1,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,74630,"SS",41,9,2,0,1,6,1,8,0,50,8,8,2,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,74731,"HH",90,27,4,0,2,7,2,19,0,99,19,18,0,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,74748,"HH",54,16,4,0,2,4,0,12,0,59,10,9,1,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,74838,"SK",101,42,2,1,2,11,0,11,0,117,22,21,5,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,74857,"HH",40,9,1,0,0,5,0,14,0,46,3,1,1,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,75138,"SK",18,4,0,0,1,3,2,4,0,24,3,3,1,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,75149,"KT",26,9,3,0,1,0,0,4,0,26,5,5,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,75250,"SK",52,14,7,0,0,4,0,8,0,57,10,8,1,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,75258,"WO",39,12,1,0,0,5,0,7,0,46,3,2,2,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,75321,"LT",33,16,3,0,1,1,0,5,0,36,7,6,2,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,75340,"SK",33,8,1,0,1,7,0,9,0,41,5,5,1,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,75342,"WO",44,10,2,0,1,1,0,7,0,45,3,3,0,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,75620,"HT",8,3,0,0,0,0,2,1,0,10,0,0,0,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,75668,"HT",32,10,5,0,1,9,2,4,0,44,7,7,1,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,75750,"WO",30,13,1,0,1,1,0,0,0,31,6,6,0,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,75852,"NC",4,2,0,0,0,1,0,1,0,5,0,0,0,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,75867,"NC",46,12,1,0,3,2,0,12,0,50,3,3,2,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,76118,"NC",62,14,5,0,1,3,2,20,0,68,9,9,1,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,76329,"OB",26,5,0,0,2,2,0,2,0,28,3,3,0,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,76350,"WO",26,5,0,1,0,1,0,8,0,29,1,1,2,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,76355,"SS",22,8,3,0,0,3,0,4,0,25,2,2,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,76430,"WO",40,9,1,0,2,9,0,11,0,52,6,6,3,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,76455,"SS",119,33,6,0,3,13,2,27,0,139,16,14,5,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,76461,"SS",73,24,3,0,10,4,3,4,0,80,23,21,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,76540,"LT",17,6,0,0,0,2,0,2,0,19,1,1,0,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,76610,"HT",50,18,4,1,1,4,1,6,0,57,11,11,2,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,76650,"LG",26,11,3,0,0,2,1,7,0,29,3,3,0,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,76757,"LG",27,9,1,1,2,3,0,5,0,32,6,6,2,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,76858,"SK",26,5,1,0,2,1,0,2,0,27,5,5,0,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,77147,"LG",28,8,1,0,1,4,1,8,0,34,6,6,1,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,77263,"OB",32,9,0,1,1,3,1,10,0,36,4,4,0,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,77318,"KT",21,4,1,0,0,2,1,8,0,24,3,3,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,77446,"SS",41,8,2,0,2,5,0,13,0,46,7,7,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,77563,"KT",32,10,5,0,1,2,0,10,0,35,9,8,1,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,77637,"HT",95,29,3,0,4,13,0,18,0,112,19,16,4,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,77829,"SK",61,19,3,0,4,3,0,11,0,64,8,7,0,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,77927,"SS",46,11,3,2,0,3,1,11,0,51,4,4,1,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,78257,"OB",29,8,2,0,2,7,1,9,0,38,4,4,1,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,78352,"NC",32,12,1,0,0,6,1,5,0,40,7,7,1,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,78366,"NC",26,9,3,0,0,2,1,4,0,29,7,7,0,0,10,4,2,5,0,0,2,0,0,0,0,0,5,2,5,2,2,0,2,0,2,3,10,13
2016,8,78552,"LT",20,8,2,0,2,3,0,4,0,23,5,5,0,2,2,1,0,0,1,0,2,11,0,4,0,0,2,2,2,2,0,2,4,4,1,4,15,8
2016,8,78760,"HH",45,12,1,0,2,1,1,12,0,47,4,2,0,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,79140,"LG",24,5,1,0,0,1,0,6,0,25,2,2,0,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,79191,"KT",45,13,4,0,1,7,0,8,0,55,8,7,3,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,79229,"OB",127,29,6,0,4,10,2,27,0,141,12,12,2,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,79339,"LG",6,2,1,0,0,1,0,0,0,7,0,0,0,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,79440,"SS",67,23,5,0,5,9,1,6,0,77,16,15,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,79535,"OB",74,28,7,0,5,8,1,8,0,84,14,12,1,2,0,13,0,0,2,2,0,3,0,0,2,0,3,4,0,5,4,2,0,2,2,2,13,11
2016,8,79758,"HH",20,10,1,0,1,2,1,2,0,24,11,10,1,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,79764,"HH",27,9,2,0,3,3,0,4,0,31,5,5,1,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,8,79791,"SS",18,5,0,0,0,0,0,2,0,18,1,1,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,79847,"SK",5,2,0,0,0,1,1,0,0,7,0,0,0,12,0,2,2,0,2,2,3,2,0,0,0,0,2,2,4,4,4,0,2,0,4,3,12,13
2016,8,95657,"HT",51,15,4,0,2,4,0,16,0,57,5,5,2,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,96462,"LG",26,4,1,0,2,5,0,8,0,31,5,4,0,2,0,16,0,0,2,2,2,2,0,0,0,0,2,2,5,0,2,2,5,4,2,2,11,15
2016,8,97336,"HT",57,17,4,0,1,1,0,10,0,59,7,7,1,0,2,2,0,0,3,13,2,2,0,0,0,0,5,0,1,2,2,2,4,2,4,2,13,11
2016,8,97541,"WO",4,1,0,0,0,0,0,1,0,4,0,0,0,0,1,2,2,1,2,0,13,2,0,0,0,0,1,2,2,2,4,3,2,3,4,0,13,10
2016,8,99445,"SS",48,8,1,0,1,3,1,12,0,52,1,1,0,2,2,0,2,2,12,1,2,0,0,0,0,0,2,4,2,2,1,2,2,4,0,4,12,11
2016,8,99563,"KT",15,5,1,1,0,8,0,6,0,23,4,4,0,2,3,5,10,0,0,1,0,0,0,2,0,0,2,1,0,5,2,5,0,4,2,2,10,13
2016,8,99737,"HH",50,9,0,0,0,4,0,17,0,54,5,4,0,2,0,3,2,8,0,5,0,0,0,2,2,0,0,5,2,2,2,5,3,2,2,1,10,14
2016,9,60146,"LG",15,5,0,0,0,3,0,2,0,18,3,2,0,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
2016,9,60181,"LG",44,8,1,0,2,1,0,8,0,46,3,3,1,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
2016,9,60263,"NC",96,31,3,0,8,10,2,25,0,108,15,15,0,2,14,1,1,1,2,2,0,1,0,0,0,0,4,3,1,3,3,0,2,4,4,0,14,10
2016,9,60264,"KT",50,13,6,1,1,6,0,8,0,57,10,10,1,0,0,3,11,2,2,0,2,3,0,0,0,0,2,3,0,2,5,1,5,1,2,2,11,12
2016,9,60339,"WO",44,12,0,0,0,8,1,4,0,55,3,3,2,2,0,3,0,0,2,4,8,2,0,0,0,0,2,4,2,2,2,0,3,4,2,0,8,13
2016,9,60457,"SS",27,7,1,0,1,1,0,7,0,28,2,2,0,2,2,5,0,0,11,0,0,2,0,0,0,0,2,1,2,2,3,4,4,2,0,2,11,11
2016,9,60559,"LT",49,12,6,0,0,10,0,11,0,60,9,8,1,0,2,2,2,2,1,2,0,10,0,0,0,0,2,2,5,2,0,3,2,0,3,2,10,11
2016,9,60636,"HT",19,7,0,0,0,4,0,4,0,23,5,5,0,2,1,2,3,2,1,9,0,0,0,0,0,0,2,0,3,3,2,3,0,2,1,4,9,11
2016,9,60764,"HH",12,5,1,0,0,2,0,3,0,17,1,1,3,1,3,1,0,14,2,0,2,0,0,0,0,0,0,2,2,4,2,4,2,3,2,2,14,9
2016,9,60768,"HH",124,35,2,0,2,15,1,19,0,142,11,10,2,1,3,1,0,14,2,0,2,0,0,0,0,0,0,2,2,4,2,4,2,3,2,2,14,9
2016,9,60841,"SK",58,12,5,0,0,7,3,16,0,71,13,9,3,9,2,3,1,2,0,0,2,0,0,0,0,0,3,2,1,1,0,4,2,0,2,4,9,10
2016,9,61101,"LG",40,8,2,0,1,9,1,12,0,51,7,6,1,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
2016,9,61214,"OB",5,2,1,0,1,1,0,0,0,7,2,2,1,0,2,11,2,2,1,0,2,2,0,0,0,0,2,0,5,2,2,2,0,2,4,3,9,13
2016,9,61215,"OB",42,17,4,1,0,7,1,3,0,51,8,8,1,0,2,11,2,2,1,0,2,2,0,0,0,0,2,0,5,2,2,2,0,2,4,3,9,13
2016,9,61240,"OB",118,27,0,0,1,11,1,28,0,134,9,9,4,0,2,11,2,2,1,0,2,2,0,0,0,0,2,0,5,2,2,2,0,2,4,3,9,13
2016,9,61295,"OB",3,0,0,0,0,0,0,1,0,3,0,0,0,0,2,11,2,2,1,0,2,2,0,0,0,0,2,0,5,2,2,2,0,2,4,3,9,13
2016,9,61329,"LG",26,6,2,0,1,1,0,4,0,27,4,4,0,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
2016,9,61365,"SS",41,15,5,0,2,4,1,2,0,46,8,7,0,2,2,5,0,0,11,0,0,2,0,0,0,0,2,1,2,2,3,4,4,2,0,2,11,11
2016,9,61411,"SS",55,12,3,0,1,6,2,17,0,63,7,7,0,2,2,5,0,0,11,0,0,2,0,0,0,0,2,1,2,2,3,4,4,2,0,2,11,11
2016,9,61457,"SS",7,4,0,0,1,0,0,0,0,7,4,4,0,2,2,5,0,0,11,0,0,2,0,0,0,0,2,1,2,2,3,4,4,2,0,2,11,11
2016,9,61643,"HT",52,18,3,0,4,6,0,14,0,63,16,15,5,2,1,2,3,2,1,9,0,0,0,0,0,0,2,0,3,3,2,3,0,2,1,4,9,11
2016,9,61666,"HT",29,7,0,0,1,4,1,6,0,37,3,3,3,2,1,2,3,2,1,9,0,0,0,0,0,0,2,0,3,3,2,3,0,2,1,4,9,11
2016,9,61891,"LG",35,9,1,1,2,4,1,12,0,41,6,6,1,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
2016,9,61895,"SK",35,13,3,0,1,5,1,8,0,41,9,8,0,9,2,3,1,2,0,0,2,0,0,0,0,0,3,2,1,1,0,4,2,0,2,4,9,10
2016,9,62146,"LG",15,4,1,0,0,1,0,1,0,16,1,1,0,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
2016,9,62242,"OB",40,7,0,1,2,4,0,9,0,44,6,6,0,0,2,11,2,2,1,0,2,2,0,0,0,0,2,0,5,2,2,2,0,2,4,3,9,13
2016,9,62322,"WO",111,30,9,0,7,7,3,37,0,127,18,18,6,2,0,3,0,0,2,4,8,2,0,0,0,0,2,4,2,2,2,0,3,4,2,0,8,13
2016,9,62463,"LG",23,6,2,0,0,3,0,3,0,27,3,3,1,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
2016,9,62648,"HT",53,10,0,0,2,5,0,9,0,59,5,5,1,2,1,2,3,2,1,9,0,0,0,0,0,0,2,0,3,3,2,3,0,2,1,4,9,11
2016,9,62655,"LT",32,6,0,0,1,5,0,7,0,38,1,1,1,0,2,2,2,2,1,2,0,10,0,0,0,0,2,2,5,2,0,3,2,0,3,2,10,11
2016,9,62698,"LG",115,41,5,1,3,7,2,16,0,127,19,19,3,0,2,13,2,3,0,1,0,0,0,0,0,0,4,3,2,0,2,3,2,1,2,2,13,8
